loan_id,customer_id,loan_amount,term_months,interest_rate,application_date,status,defaulted,age,gender,income,employment_status,city,credit_score,credit_score_provider,last_updated,application_year,application_month,loan_to_income_ratio,risk_segment
LOAN000440,CUST0291,62415.06,48,6.24,2024-11-30,APPROVED,0,54,M,134263,Employed,New York,738.0,Equifax,2025-09-30T13:25:06.602245,2024,11,0.46,Low Risk
LOAN000441,CUST0229,485743.54,48,13.12,2025-03-30,PENDING,0,74,M,118761,Employed,Chicago,561.0,,,2025,3,4.09,High Risk
LOAN000442,CUST0005,77871.0,24,15.74,2025-06-27,APPROVED,0,65,M,238005,Self-Employed,Austin,779.0,TransUnion,2025-09-30T13:25:02.515484,2025,6,0.33,Low Risk
LOAN000443,CUST0266,28694.9,60,16.29,2025-09-13,APPROVED,0,51,M,148132,Unemployed,Seattle,301.0,Equifax,2025-09-30T13:25:06.167446,2025,9,0.19,High Risk
LOAN000444,CUST0164,430282.76,60,15.32,2025-03-04,PENDING,0,57,F,213650,Self-Employed,San Francisco,520.0,Equifax,2025-09-30T13:25:04.504252,2025,3,2.01,High Risk
LOAN000445,CUST0099,103231.76,36,15.11,2024-11-22,PENDING,0,67,M,131416,Self-Employed,Chicago,731.0,Equifax,2025-09-30T13:25:31.212546,2024,11,0.79,Low Risk
LOAN000446,CUST0024,385396.21,60,4.2,2024-11-19,REJECTED,0,21,F,27654,Self-Employed,San Francisco,677.0,Experian,2025-09-30T13:25:02.754879,2024,11,13.94,Low Risk
LOAN000447,CUST0225,118249.61,12,20.88,2025-08-03,APPROVED,0,32,F,186111,Employed,Austin,393.0,TransUnion,2025-09-30T13:25:33.182495,2025,8,0.64,High Risk
LOAN000448,CUST0027,18100.49,36,7.82,2024-11-29,REJECTED,0,31,M,67802,Employed,Seattle,465.0,TransUnion,2025-09-30T13:25:02.812380,2024,11,0.27,High Risk
LOAN000449,CUST0064,300594.63,24,17.7,2025-01-16,APPROVED,0,33,F,72852,Unemployed,New York,730.0,TransUnion,2025-09-30T13:25:03.183053,2025,1,4.13,Low Risk
LOAN000450,CUST0158,198620.24,36,19.84,2025-01-11,APPROVED,1,59,M,201657,Self-Employed,Seattle,529.0,TransUnion,2025-09-30T13:25:04.384815,2025,1,0.98,High Risk
LOAN000451,CUST0001,3659.6,12,8.15,2025-05-08,APPROVED,0,41,F,186631,Retired,San Francisco,770.0,Experian,2025-09-30T13:25:02.490307,2025,5,0.02,Low Risk
LOAN000452,CUST0084,239100.01,36,15.79,2024-11-12,APPROVED,0,58,F,193098,Unemployed,Austin,550.0,Equifax,2025-09-30T13:25:03.487846,2024,11,1.24,High Risk
LOAN000453,CUST0137,355148.86,36,17.37,2025-08-16,APPROVED,0,67,M,86111,Self-Employed,New York,678.0,Equifax,2025-09-30T13:25:04.184135,2025,8,4.12,Low Risk
LOAN000454,CUST0139,339786.47,12,6.94,2025-08-11,APPROVED,0,44,M,162750,Retired,Seattle,772.0,TransUnion,2025-09-30T13:25:04.198769,2025,8,2.09,Low Risk
LOAN000455,CUST0008,433054.96,24,8.61,2025-06-03,APPROVED,0,58,M,64112,Unemployed,New York,472.0,TransUnion,2025-09-30T13:25:30.026328,2025,6,6.75,High Risk
LOAN000456,CUST0005,421935.06,60,7.5,2025-04-06,APPROVED,0,65,M,238005,Self-Employed,Austin,779.0,TransUnion,2025-09-30T13:25:02.515484,2025,4,1.77,Low Risk
LOAN000457,CUST0039,243519.18,60,17.44,2025-05-26,REJECTED,0,56,M,197976,Retired,Chicago,562.0,Equifax,2025-09-30T13:25:30.430533,2025,5,1.23,High Risk
LOAN000458,CUST0114,262284.3,12,10.29,2025-06-02,APPROVED,0,29,M,115001,Employed,New York,561.0,,,2025,6,2.28,High Risk
LOAN000459,CUST0263,174799.62,60,11.92,2025-05-29,APPROVED,0,22,F,207172,Employed,Seattle,691.0,Equifax,2025-09-30T13:25:06.106872,2025,5,0.84,Low Risk
LOAN000460,CUST0025,181336.58,36,13.48,2025-05-18,APPROVED,0,41,F,50865,Unemployed,San Francisco,424.0,Equifax,2025-09-30T13:25:02.785243,2025,5,3.57,High Risk
LOAN000461,CUST0121,443451.19,24,11.25,2024-10-25,APPROVED,0,72,M,85334,Self-Employed,Austin,595.0,Experian,2025-09-30T13:25:04.054138,2024,10,5.2,Medium Risk
LOAN000462,CUST0084,211773.01,12,13.39,2025-02-24,APPROVED,0,58,F,193098,Unemployed,Austin,550.0,Equifax,2025-09-30T13:25:03.487846,2025,2,1.1,High Risk
LOAN000463,CUST0146,154300.43,24,12.45,2024-10-06,APPROVED,0,37,F,47920,Unemployed,San Francisco,487.0,TransUnion,2025-09-30T13:25:04.242292,2024,10,3.22,High Risk
LOAN000464,CUST0187,363985.75,48,15.2,2025-03-16,APPROVED,0,28,M,139053,Employed,New York,612.0,TransUnion,2025-09-30T13:25:04.985249,2025,3,2.62,Medium Risk
LOAN000465,CUST0066,238342.1,36,22.64,2025-01-06,REJECTED,0,59,M,168149,Unemployed,New York,760.0,TransUnion,2025-09-30T13:25:03.205650,2025,1,1.42,Low Risk
LOAN000466,CUST0085,226875.35,12,9.18,2025-09-02,APPROVED,0,47,M,129834,Unemployed,Austin,378.0,TransUnion,2025-09-30T13:25:03.491176,2025,9,1.75,High Risk
LOAN000467,CUST0058,202645.85,24,16.72,2024-11-27,APPROVED,0,62,M,55767,Employed,Seattle,305.0,TransUnion,2025-09-30T13:25:03.132195,2024,11,3.63,High Risk
LOAN000468,CUST0084,469360.24,36,5.29,2025-05-13,APPROVED,0,58,F,193098,Unemployed,Austin,550.0,Equifax,2025-09-30T13:25:03.487846,2025,5,2.43,High Risk
LOAN000469,CUST0234,12643.67,24,17.67,2025-07-28,APPROVED,0,21,M,151135,Self-Employed,Chicago,341.0,TransUnion,2025-09-30T13:25:05.766574,2025,7,0.08,High Risk
LOAN000470,CUST0128,242981.38,36,15.67,2025-01-30,PENDING,0,63,M,213969,Retired,New York,799.0,TransUnion,2025-09-30T13:25:31.652930,2025,1,1.14,Low Risk
LOAN000471,CUST0061,307473.49,12,22.14,2024-10-20,APPROVED,0,69,F,51060,Unemployed,San Francisco,790.0,Equifax,2025-09-30T13:25:03.167596,2024,10,6.02,Low Risk
LOAN000472,CUST0039,382109.04,60,14.3,2025-08-21,APPROVED,0,56,M,197976,Retired,Chicago,562.0,Equifax,2025-09-30T13:25:30.430533,2025,8,1.93,High Risk
LOAN000473,CUST0094,464967.95,36,17.61,2025-06-16,APPROVED,0,68,M,151908,Retired,New York,483.0,Equifax,2025-09-30T13:25:03.682314,2025,6,3.06,High Risk
LOAN000474,CUST0211,352086.93,36,10.21,2025-08-11,PENDING,0,41,M,220869,Employed,San Francisco,462.0,Experian,2025-09-30T13:25:05.417199,2025,8,1.59,High Risk
LOAN000475,CUST0245,14577.85,12,3.72,2024-11-17,APPROVED,0,74,F,238091,Retired,San Francisco,403.0,Experian,2025-09-30T13:25:05.924658,2024,11,0.06,High Risk
LOAN000476,CUST0049,393083.65,24,8.53,2024-11-02,PENDING,0,33,M,187997,Self-Employed,Chicago,462.0,Experian,2025-09-30T13:25:03.045784,2024,11,2.09,High Risk
LOAN000477,CUST0083,272588.52,24,16.09,2025-02-06,REJECTED,0,46,M,165882,Self-Employed,New York,766.0,TransUnion,2025-09-30T13:25:03.473177,2025,2,1.64,Low Risk
LOAN000478,CUST0201,126893.21,36,12.81,2024-09-30,APPROVED,0,36,F,76186,Unemployed,New York,377.0,Equifax,2025-09-30T13:25:05.233771,2024,9,1.67,High Risk
LOAN000479,CUST0001,244377.87,12,16.67,2025-03-19,APPROVED,0,41,F,186631,Retired,San Francisco,770.0,Experian,2025-09-30T13:25:02.490307,2025,3,1.31,Low Risk
LOAN000480,CUST0269,162281.32,48,6.24,2024-11-26,APPROVED,0,40,F,54666,Employed,New York,626.0,Experian,2025-09-30T13:25:06.224897,2024,11,2.97,Medium Risk
LOAN000481,CUST0188,286612.09,12,15.47,2025-01-22,APPROVED,0,21,F,151486,Unemployed,San Francisco,475.0,TransUnion,2025-09-30T13:25:05.002628,2025,1,1.89,High Risk
LOAN000482,CUST0079,464646.95,36,16.95,2025-08-22,APPROVED,0,57,M,217616,Self-Employed,Chicago,532.0,Equifax,2025-09-30T13:25:03.417738,2025,8,2.14,High Risk
LOAN000483,CUST0289,450523.02,60,8.95,2025-06-19,APPROVED,0,41,F,95717,Retired,New York,524.0,Experian,2025-09-30T13:25:06.567901,2025,6,4.71,High Risk
LOAN000484,CUST0229,399202.55,36,8.22,2025-05-02,APPROVED,0,74,M,118761,Employed,Chicago,561.0,,,2025,5,3.36,High Risk
LOAN000485,CUST0226,305697.1,12,6.78,2025-01-02,PENDING,0,40,M,149891,Unemployed,Seattle,448.0,Equifax,2025-09-30T13:25:05.662940,2025,1,2.04,High Risk
LOAN000486,CUST0011,50533.59,12,4.57,2025-09-04,APPROVED,0,68,M,42909,Retired,Chicago,820.0,Experian,2025-09-30T13:25:02.584316,2025,9,1.18,Low Risk
LOAN000487,CUST0130,118067.33,48,10.87,2024-12-15,APPROVED,0,39,F,35241,Retired,Austin,685.0,Experian,2025-09-30T13:25:04.128844,2024,12,3.35,Low Risk
LOAN000488,CUST0248,439815.45,12,21.91,2025-02-13,APPROVED,1,45,M,122308,Self-Employed,San Francisco,843.0,Experian,2025-09-30T13:25:05.962505,2025,2,3.6,Low Risk
LOAN000489,CUST0146,298300.52,48,14.87,2024-12-22,PENDING,0,37,F,47920,Unemployed,San Francisco,487.0,TransUnion,2025-09-30T13:25:04.242292,2024,12,6.22,High Risk
LOAN000490,CUST0240,201837.17,24,18.37,2024-12-25,APPROVED,0,70,M,65867,Retired,Seattle,316.0,Experian,2025-09-30T13:25:05.867149,2024,12,3.06,High Risk
LOAN000491,CUST0295,334478.35,36,16.69,2024-10-24,APPROVED,0,62,M,98126,Self-Employed,Seattle,733.0,Experian,2025-09-30T13:25:06.667511,2024,10,3.41,Low Risk
LOAN000492,CUST0234,4612.89,48,11.88,2025-04-02,APPROVED,0,21,M,151135,Self-Employed,Chicago,341.0,TransUnion,2025-09-30T13:25:05.766574,2025,4,0.03,High Risk
LOAN000493,CUST0028,416511.57,24,6.48,2025-07-31,APPROVED,0,63,M,135955,Unemployed,San Francisco,412.0,Equifax,2025-09-30T13:25:02.822896,2025,7,3.06,High Risk
LOAN000494,CUST0176,251600.5,48,3.69,2024-10-09,APPROVED,0,71,M,249539,Unemployed,Chicago,614.0,Equifax,2025-09-30T13:25:32.379956,2024,10,1.01,Medium Risk
LOAN000495,CUST0083,73059.89,24,18.93,2024-12-26,APPROVED,0,46,M,165882,Self-Employed,New York,766.0,TransUnion,2025-09-30T13:25:03.473177,2024,12,0.44,Low Risk
LOAN000496,CUST0260,154042.95,48,5.67,2025-09-25,APPROVED,0,29,F,73327,Employed,Chicago,454.0,TransUnion,2025-09-30T13:25:06.066980,2025,9,2.1,High Risk
LOAN000497,CUST0018,134162.31,36,7.72,2025-03-20,APPROVED,0,38,F,147123,Self-Employed,San Francisco,589.0,Equifax,2025-09-30T13:25:02.651627,2025,3,0.91,Medium Risk
LOAN000498,CUST0292,138877.12,12,9.77,2025-01-30,APPROVED,0,32,F,45733,Unemployed,New York,461.0,Experian,2025-09-30T13:25:06.617188,2025,1,3.04,High Risk
LOAN000499,CUST0074,213618.27,12,3.59,2025-07-19,APPROVED,0,61,F,131454,Retired,San Francisco,362.0,TransUnion,2025-09-30T13:25:03.317471,2025,7,1.63,High Risk
LOAN000500,CUST0223,169282.6,36,17.02,2025-08-20,APPROVED,0,26,M,92978,Employed,Seattle,605.0,TransUnion,2025-09-30T13:25:33.148672,2025,8,1.82,Medium Risk
LOAN000501,CUST0169,418511.31,12,21.35,2025-02-28,APPROVED,0,34,F,83237,Self-Employed,Seattle,767.0,TransUnion,2025-09-30T13:25:04.600793,2025,2,5.03,Low Risk
LOAN000502,CUST0076,240391.09,24,19.2,2025-04-25,APPROVED,0,21,M,211963,Employed,Seattle,606.0,Equifax,2025-09-30T13:25:03.367729,2025,4,1.13,Medium Risk
LOAN000503,CUST0084,115162.09,48,23.09,2024-10-12,APPROVED,0,58,F,193098,Unemployed,Austin,550.0,Equifax,2025-09-30T13:25:03.487846,2024,10,0.6,High Risk
LOAN000504,CUST0016,255515.9,36,7.8,2025-07-17,APPROVED,1,45,M,132971,Unemployed,New York,546.0,TransUnion,2025-09-30T13:25:02.629204,2025,7,1.92,High Risk
LOAN000505,CUST0100,426118.54,12,21.53,2025-05-30,APPROVED,0,26,F,45239,Retired,Chicago,826.0,Experian,2025-09-30T13:25:03.801132,2025,5,9.42,Low Risk
LOAN000506,CUST0224,123930.39,36,4.98,2024-10-20,APPROVED,0,24,M,103072,Employed,New York,629.0,Experian,2025-09-30T13:25:05.650482,2024,10,1.2,Medium Risk
LOAN000507,CUST0066,135758.39,48,5.75,2024-12-10,APPROVED,0,59,M,168149,Unemployed,New York,760.0,TransUnion,2025-09-30T13:25:03.205650,2024,12,0.81,Low Risk
LOAN000508,CUST0067,170543.41,36,20.18,2024-12-24,APPROVED,0,67,M,187457,Retired,Austin,740.0,Experian,2025-09-30T13:25:03.210612,2024,12,0.91,Low Risk
LOAN000509,CUST0112,402852.26,48,10.04,2025-03-15,APPROVED,0,49,M,122279,Self-Employed,New York,371.0,Experian,2025-09-30T13:25:03.907166,2025,3,3.29,High Risk
LOAN000510,CUST0056,274903.28,48,9.73,2024-11-19,APPROVED,0,21,F,113799,Employed,San Francisco,403.0,Equifax,2025-09-30T13:25:03.120605,2024,11,2.42,High Risk
LOAN000511,CUST0109,411402.66,60,13.89,2025-04-01,APPROVED,0,21,M,128507,Retired,Austin,419.0,TransUnion,2025-09-30T13:25:31.318352,2025,4,3.2,High Risk
LOAN000512,CUST0250,376461.49,24,19.55,2025-06-22,APPROVED,0,35,M,27442,Retired,Seattle,573.0,Experian,2025-09-30T13:25:05.979504,2025,6,13.72,High Risk
LOAN000513,CUST0143,55631.99,48,11.86,2025-06-30,PENDING,0,63,F,44123,Employed,San Francisco,390.0,TransUnion,2025-09-30T13:25:04.225040,2025,6,1.26,High Risk
LOAN000514,CUST0244,154895.69,48,18.64,2024-11-27,PENDING,0,44,F,124012,Unemployed,San Francisco,665.0,TransUnion,2025-09-30T13:25:05.908987,2024,11,1.25,Medium Risk
LOAN000515,CUST0115,369755.54,12,6.92,2025-01-03,APPROVED,0,71,M,195976,Unemployed,New York,795.0,TransUnion,2025-09-30T13:25:03.946024,2025,1,1.89,Low Risk
LOAN000516,CUST0282,298855.38,12,21.87,2025-04-04,PENDING,0,74,M,126791,Retired,San Francisco,561.0,,,2025,4,2.36,High Risk
LOAN000517,CUST0151,222091.93,24,21.34,2025-07-11,APPROVED,0,66,M,64409,Self-Employed,San Francisco,623.0,Experian,2025-09-30T13:25:04.273754,2025,7,3.45,Medium Risk
LOAN000518,CUST0182,176999.78,48,4.96,2025-07-07,APPROVED,0,29,F,32050,Employed,New York,453.0,Equifax,2025-09-30T13:25:04.851746,2025,7,5.52,High Risk
LOAN000519,CUST0128,409231.34,12,5.47,2025-06-02,APPROVED,0,63,M,213969,Retired,New York,799.0,TransUnion,2025-09-30T13:25:31.652930,2025,6,1.91,Low Risk
LOAN000520,CUST0280,472005.78,12,15.23,2024-11-29,PENDING,0,51,M,249928,Retired,Chicago,485.0,TransUnion,2025-09-30T13:25:33.983550,2024,11,1.89,High Risk
LOAN000521,CUST0220,362845.21,12,15.79,2025-01-29,APPROVED,0,28,M,56531,Retired,Chicago,458.0,Experian,2025-09-30T13:25:05.567162,2025,1,6.42,High Risk
LOAN000522,CUST0121,499567.56,60,3.96,2025-01-14,APPROVED,0,72,M,85334,Self-Employed,Austin,595.0,Experian,2025-09-30T13:25:04.054138,2025,1,5.85,Medium Risk
LOAN000523,CUST0177,357299.7,60,8.78,2025-08-05,APPROVED,0,22,F,110627,Employed,Austin,561.0,,,2025,8,3.23,High Risk
LOAN000524,CUST0116,362079.4,48,10.99,2025-02-23,APPROVED,0,34,M,117333,Self-Employed,Seattle,558.0,Equifax,2025-09-30T13:25:03.954962,2025,2,3.09,High Risk
LOAN000525,CUST0210,402435.4,24,22.01,2024-11-10,APPROVED,0,28,M,84751,Employed,San Francisco,561.0,,,2024,11,4.75,High Risk
LOAN000526,CUST0285,228835.28,36,17.89,2024-11-19,APPROVED,0,57,F,117441,Employed,New York,573.0,Experian,2025-09-30T13:25:34.081756,2024,11,1.95,High Risk
LOAN000527,CUST0225,428603.34,48,4.74,2025-04-16,REJECTED,0,32,F,186111,Employed,Austin,393.0,TransUnion,2025-09-30T13:25:33.182495,2025,4,2.3,High Risk
LOAN000528,CUST0286,264156.81,12,22.27,2025-03-06,APPROVED,0,69,M,170533,Self-Employed,San Francisco,617.0,Equifax,2025-09-30T13:25:06.507474,2025,3,1.55,Medium Risk
LOAN000529,CUST0283,66875.12,24,9.56,2024-10-31,APPROVED,0,71,M,210937,Self-Employed,Austin,545.0,Equifax,2025-09-30T13:25:06.467552,2024,10,0.32,High Risk
LOAN000530,CUST0271,356572.89,24,8.44,2025-04-05,APPROVED,0,69,M,141721,Employed,Austin,365.0,TransUnion,2025-09-30T13:25:06.238965,2025,4,2.52,High Risk
LOAN000531,CUST0201,387261.2,36,21.52,2025-02-18,APPROVED,0,36,F,76186,Unemployed,New York,377.0,Equifax,2025-09-30T13:25:05.233771,2025,2,5.08,High Risk
LOAN000532,CUST0147,27861.46,48,21.28,2024-10-29,PENDING,0,44,M,243698,Retired,Chicago,481.0,TransUnion,2025-09-30T13:25:04.247358,2024,10,0.11,High Risk
LOAN000533,CUST0138,134196.47,12,20.2,2025-01-08,APPROVED,1,22,F,100716,Self-Employed,San Francisco,316.0,Equifax,2025-09-30T13:25:04.191401,2025,1,1.33,High Risk
LOAN000534,CUST0035,166637.13,36,17.24,2024-11-18,APPROVED,0,37,F,163070,Retired,Chicago,791.0,Experian,2025-09-30T13:25:02.902333,2024,11,1.02,Low Risk
LOAN000535,CUST0041,104879.13,60,7.59,2024-10-21,APPROVED,0,29,M,122867,Unemployed,New York,746.0,Experian,2025-09-30T13:25:02.965898,2024,10,0.85,Low Risk
LOAN000536,CUST0149,292432.67,60,4.11,2024-10-31,APPROVED,0,67,F,100251,Self-Employed,San Francisco,421.0,Experian,2025-09-30T13:25:04.259783,2024,10,2.92,High Risk
LOAN000537,CUST0253,290033.22,36,22.53,2024-12-17,APPROVED,0,65,F,202593,Employed,Chicago,755.0,Equifax,2025-09-30T13:25:06.000723,2024,12,1.43,Low Risk
LOAN000538,CUST0146,300118.19,60,23.31,2025-05-04,APPROVED,0,37,F,47920,Unemployed,San Francisco,487.0,TransUnion,2025-09-30T13:25:04.242292,2025,5,6.26,High Risk
LOAN000539,CUST0175,297708.86,36,19.87,2025-02-24,APPROVED,0,26,M,100712,Employed,Austin,626.0,Experian,2025-09-30T13:25:04.717524,2025,2,2.96,Medium Risk
LOAN000540,CUST0030,259973.53,36,21.94,2025-08-06,APPROVED,0,60,M,126229,Employed,New York,640.0,Experian,2025-09-30T13:25:02.833351,2025,8,2.06,Medium Risk
LOAN000541,CUST0134,384026.19,60,14.84,2025-05-20,PENDING,0,45,F,121314,Retired,Chicago,760.0,Equifax,2025-09-30T13:25:04.161287,2025,5,3.17,Low Risk
LOAN000542,CUST0006,71588.37,48,5.72,2024-10-27,APPROVED,0,70,M,50640,Employed,San Francisco,445.0,Experian,2025-09-30T13:25:02.523061,2024,10,1.41,High Risk
LOAN000543,CUST0196,12492.01,24,5.86,2025-03-29,REJECTED,0,49,F,89130,Retired,Chicago,308.0,Experian,2025-09-30T13:25:05.138425,2025,3,0.14,High Risk
LOAN000544,CUST0072,368284.33,60,16.26,2025-09-03,PENDING,1,36,M,178976,Unemployed,Seattle,503.0,Equifax,2025-09-30T13:25:03.267476,2025,9,2.06,High Risk
LOAN000545,CUST0280,410529.59,60,14.86,2024-10-05,APPROVED,0,51,M,249928,Retired,Chicago,485.0,TransUnion,2025-09-30T13:25:33.983550,2024,10,1.64,High Risk
LOAN000546,CUST0277,495725.69,60,17.49,2024-11-25,APPROVED,0,67,F,32900,Self-Employed,Austin,666.0,Equifax,2025-09-30T13:25:06.351670,2024,11,15.07,Medium Risk
LOAN000547,CUST0262,420323.94,60,15.97,2024-10-01,APPROVED,0,56,F,152289,Employed,Chicago,783.0,Experian,2025-09-30T13:25:06.100534,2024,10,2.76,Low Risk
LOAN000548,CUST0059,461030.69,12,16.59,2024-12-28,APPROVED,0,50,M,79728,Retired,Chicago,310.0,Equifax,2025-09-30T13:25:03.139862,2024,12,5.78,High Risk
LOAN000549,CUST0227,48366.75,48,18.7,2025-06-29,APPROVED,0,48,F,156357,Retired,Seattle,569.0,Experian,2025-09-30T13:25:05.684574,2025,6,0.31,High Risk
LOAN000550,CUST0164,118174.08,48,16.62,2025-01-15,APPROVED,0,57,F,213650,Self-Employed,San Francisco,520.0,Equifax,2025-09-30T13:25:04.504252,2025,1,0.55,High Risk
LOAN000551,CUST0192,394256.77,36,12.68,2025-06-21,APPROVED,0,70,F,28801,Employed,Seattle,665.0,Experian,2025-09-30T13:25:05.083776,2025,6,13.69,Medium Risk
LOAN000552,CUST0271,366834.43,60,8.44,2025-06-10,APPROVED,0,69,M,141721,Employed,Austin,365.0,TransUnion,2025-09-30T13:25:06.238965,2025,6,2.59,High Risk
LOAN000553,CUST0213,20977.61,60,9.19,2025-01-23,APPROVED,0,30,M,177531,Self-Employed,Chicago,697.0,TransUnion,2025-09-30T13:25:05.450520,2025,1,0.12,Low Risk
LOAN000554,CUST0189,93942.79,24,9.66,2024-12-29,PENDING,0,36,F,165086,Retired,San Francisco,679.0,TransUnion,2025-09-30T13:25:05.033869,2024,12,0.57,Low Risk
LOAN000555,CUST0050,227296.79,12,12.77,2025-01-26,APPROVED,0,31,F,218114,Self-Employed,San Francisco,596.0,Equifax,2025-09-30T13:25:03.064083,2025,1,1.04,Medium Risk
LOAN000556,CUST0050,71810.03,60,14.48,2025-09-28,APPROVED,0,31,F,218114,Self-Employed,San Francisco,596.0,Equifax,2025-09-30T13:25:03.064083,2025,9,0.33,Medium Risk
LOAN000557,CUST0246,288548.65,36,22.82,2025-05-08,APPROVED,0,65,F,170196,Employed,San Francisco,441.0,Experian,2025-09-30T13:25:05.946288,2025,5,1.7,High Risk
LOAN000558,CUST0144,164938.95,36,14.43,2024-10-15,APPROVED,0,68,F,116726,Self-Employed,Chicago,847.0,Equifax,2025-09-30T13:25:04.230107,2024,10,1.41,Low Risk
LOAN000559,CUST0260,443836.13,48,18.79,2024-10-20,APPROVED,0,29,F,73327,Employed,Chicago,454.0,TransUnion,2025-09-30T13:25:06.066980,2024,10,6.05,High Risk
LOAN000560,CUST0152,43258.45,60,11.3,2025-03-10,APPROVED,0,58,M,120138,Employed,Chicago,499.0,TransUnion,2025-09-30T13:25:04.278543,2025,3,0.36,High Risk
LOAN000561,CUST0053,321164.22,60,19.01,2024-10-28,APPROVED,0,35,M,230614,Retired,Seattle,561.0,,,2024,10,1.39,High Risk
LOAN000562,CUST0289,259269.56,36,14.02,2025-01-02,APPROVED,0,41,F,95717,Retired,New York,524.0,Experian,2025-09-30T13:25:06.567901,2025,1,2.71,High Risk
LOAN000563,CUST0134,149881.16,12,9.55,2025-08-06,APPROVED,0,45,F,121314,Retired,Chicago,760.0,Equifax,2025-09-30T13:25:04.161287,2025,8,1.24,Low Risk
LOAN000564,CUST0150,482213.84,36,22.18,2025-04-26,APPROVED,0,25,F,51105,Self-Employed,Austin,802.0,Equifax,2025-09-30T13:25:04.262798,2025,4,9.44,Low Risk
LOAN000565,CUST0037,311914.84,12,18.72,2025-09-22,APPROVED,0,22,M,82755,Unemployed,New York,671.0,Experian,2025-09-30T13:25:02.944559,2025,9,3.77,Low Risk
LOAN000566,CUST0265,412698.35,24,13.96,2025-04-18,APPROVED,0,23,M,201278,Unemployed,New York,586.0,Equifax,2025-09-30T13:25:06.150518,2025,4,2.05,Medium Risk
LOAN000567,CUST0159,74431.32,60,18.11,2025-07-27,PENDING,0,53,F,194598,Retired,Chicago,696.0,TransUnion,2025-09-30T13:25:32.147652,2025,7,0.38,Low Risk
LOAN000568,CUST0111,389864.79,48,21.11,2024-10-07,REJECTED,0,43,M,143369,Unemployed,San Francisco,840.0,Equifax,2025-09-30T13:25:03.897611,2024,10,2.72,Low Risk
LOAN000569,CUST0236,211371.85,60,5.83,2025-02-13,APPROVED,1,29,M,216797,Unemployed,Austin,528.0,Equifax,2025-09-30T13:25:05.800513,2025,2,0.97,High Risk
LOAN000570,CUST0182,47906.67,36,12.0,2025-09-27,APPROVED,0,29,F,32050,Employed,New York,453.0,Equifax,2025-09-30T13:25:04.851746,2025,9,1.49,High Risk
LOAN000571,CUST0203,354887.25,36,7.08,2025-02-01,APPROVED,0,72,M,144621,Unemployed,Austin,410.0,TransUnion,2025-09-30T13:25:32.830698,2025,2,2.45,High Risk
LOAN000572,CUST0210,346086.47,12,8.2,2024-11-29,PENDING,0,28,M,84751,Employed,San Francisco,561.0,,,2024,11,4.08,High Risk
LOAN000573,CUST0108,489419.28,12,14.48,2025-09-06,APPROVED,0,27,M,211197,Self-Employed,Austin,841.0,TransUnion,2025-09-30T13:25:03.875203,2025,9,2.32,Low Risk
LOAN000574,CUST0276,395916.27,60,17.99,2025-07-04,APPROVED,0,24,F,192966,Self-Employed,Austin,402.0,TransUnion,2025-09-30T13:25:06.324833,2025,7,2.05,High Risk
LOAN000575,CUST0079,230802.34,48,5.79,2025-05-31,APPROVED,0,57,M,217616,Self-Employed,Chicago,532.0,Equifax,2025-09-30T13:25:03.417738,2025,5,1.06,High Risk
LOAN000576,CUST0284,440075.06,36,23.23,2024-11-11,APPROVED,0,51,M,223508,Unemployed,Seattle,564.0,Equifax,2025-09-30T13:25:06.473987,2024,11,1.97,High Risk
LOAN000577,CUST0188,317754.47,36,10.63,2024-12-08,PENDING,1,21,F,151486,Unemployed,San Francisco,475.0,TransUnion,2025-09-30T13:25:05.002628,2024,12,2.1,High Risk
LOAN000578,CUST0129,59042.54,48,21.36,2024-12-07,APPROVED,0,28,M,68640,Retired,San Francisco,629.0,Equifax,2025-09-30T13:25:04.122665,2024,12,0.86,Medium Risk
LOAN000579,CUST0025,168815.79,60,23.33,2024-10-12,APPROVED,1,41,F,50865,Unemployed,San Francisco,424.0,Equifax,2025-09-30T13:25:02.785243,2024,10,3.32,High Risk
LOAN000580,CUST0076,448208.95,36,9.52,2025-09-17,APPROVED,0,21,M,211963,Employed,Seattle,606.0,Equifax,2025-09-30T13:25:03.367729,2025,9,2.11,Medium Risk
LOAN000581,CUST0226,257349.9,12,8.12,2024-11-26,APPROVED,0,40,M,149891,Unemployed,Seattle,448.0,Equifax,2025-09-30T13:25:05.662940,2024,11,1.72,High Risk
LOAN000582,CUST0255,76841.89,12,17.0,2025-03-02,APPROVED,0,56,M,167644,Employed,Seattle,699.0,Equifax,2025-09-30T13:25:06.017213,2025,3,0.46,Low Risk
LOAN000583,CUST0204,478396.6,36,20.65,2025-03-14,PENDING,0,68,M,171597,Employed,Austin,406.0,TransUnion,2025-09-30T13:25:05.276414,2025,3,2.79,High Risk
LOAN000584,CUST0169,269528.0,24,10.04,2025-05-11,APPROVED,0,34,F,83237,Self-Employed,Seattle,767.0,TransUnion,2025-09-30T13:25:04.600793,2025,5,3.24,Low Risk
LOAN000585,CUST0258,7199.33,60,11.4,2024-10-21,APPROVED,0,26,M,193202,Unemployed,Seattle,324.0,TransUnion,2025-09-30T13:25:06.045534,2024,10,0.04,High Risk
LOAN000586,CUST0017,453252.29,60,14.91,2025-07-16,APPROVED,0,72,M,122201,Unemployed,New York,563.0,Equifax,2025-09-30T13:25:02.639767,2025,7,3.71,High Risk
